Date,High,Low,Open,Close,Volume,Adj Close,Returns
2017-01-03,44.066001892089844,42.19200134277344,42.97200012207031,43.39799880981445,29616500.0,43.39799880981445,
2017-01-04,45.599998474121094,42.86199951171875,42.95000076293945,45.39799880981445,56067500.0,45.39799880981445,0.04608507430871911
2017-01-05,45.49599838256836,44.38999938964844,45.284000396728516,45.349998474121094,29558500.0,45.349998474121094,-0.0010573227224055515
2017-01-06,46.0620002746582,45.09000015258789,45.38600158691406,45.801998138427734,27639500.0,45.801998138427734,0.00996691685810247
2017-01-09,46.38399887084961,45.599998474121094,45.79399871826172,46.25600051879883,19897500.0,46.25600051879883,0.009912283280719691
2017-01-10,46.400001525878906,45.37799835205078,46.400001525878906,45.9739990234375,18300000.0,45.9739990234375,-0.006096538658735051
2017-01-11,45.99599838256836,45.33599853515625,45.81399917602539,45.94599914550781,18254000.0,45.94599914550781,-0.0006090372498466223
2017-01-12,46.13999938964844,45.11600112915039,45.8120002746582,45.917999267578125,18951000.0,45.917999267578125,-0.0006094084022639779
2017-01-13,47.56999969482422,45.917999267578125,46.0,47.54999923706055,30465000.0,47.54999923706055,0.0355416175685761
2017-01-17,47.992000579833984,46.874000549316406,47.34000015258789,47.11600112915039,23087500.0,47.11600112915039,-0.009127194844871789
2017-01-18,47.94200134277344,47.11600112915039,47.33000183105469,47.672000885009766,18845000.0,47.672000885009766,0.011800656730933445
2017-01-19,49.736000061035156,48.150001525878906,49.45000076293945,48.75199890136719,38661500.0,48.75199890136719,0.022654765822867295
2017-01-20,49.20000076293945,48.60200119018555,49.09199905395508,48.94599914550781,21021500.0,48.94599914550781,0.00397932902265441
2017-01-23,50.178001403808594,49.099998474121094,49.16999816894531,49.784000396728516,31314500.0,49.784000396728516,0.017120934618771955
2017-01-24,50.959999084472656,49.93000030517578,50.0,50.922000885009766,24827500.0,50.922000885009766,0.022858759424966513
2017-01-25,51.69200134277344,50.36000061035156,51.46200180053711,50.89400100708008,25713000.0,50.89400100708008,-0.000549858164311301
2017-01-26,51.14799880981445,50.150001525878906,50.858001708984375,50.50199890136719,15760500.0,50.50199890136719,-0.007702324398868865
2017-01-27,50.599998474121094,49.70399856567383,50.2760009765625,50.59000015258789,15831500.0,50.59000015258789,0.0017425300608906458
2017-01-30,51.05799865722656,49.41999816894531,50.50600051879883,50.125999450683594,19005500.0,50.125999450683594,-0.009171786924388137
2017-01-31,51.178001403808594,49.540000915527344,49.847999572753906,50.38600158691406,20580500.0,50.38600158691406,0.005186971613130087
2017-02-01,50.63999938964844,49.810001373291016,50.61000061035156,49.847999572753906,19794000.0,49.847999572753906,-0.010677608804344652
2017-02-02,50.48400115966797,49.54199981689453,49.667999267578125,50.310001373291016,12499000.0,50.310001373291016,0.009268211452754693
2017-02-03,50.43600082397461,49.93600082397461,50.38199996948242,50.26599884033203,10933500.0,50.26599884033203,-0.0008746279419173941
2017-02-06,51.56399917602539,50.125999450683594,50.20000076293945,51.55400085449219,17812500.0,51.55400085449219,0.025623722672883487
